"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Bay,,,,additionalInfo,术语additionalInfo,String,"这是一个自由格式的字符串，用于包含有关受管元素的其他特定于供应商的信息，例如特定于供应商的资产跟踪号或特殊安装说明。它还可用于映射特定于供应商的命名（例如，端口 1 与 E0/2/1 相同）。该值可以为 NULL。
这是一个可选属性。",,
Bay,,,,administrativeState,administrative状态,String,"该属性是一个枚举整数，描述 ManagedHardware 的当前物理状态。值包括：
0：未知
1：解锁
2：锁定
3：关闭
4：启动
5：测试
6：保养
7：不适用
8：无法通知
这是必需的属性。（«required»）",,
Bay,,,,coolingRequirements,术语coolingRequirements,String,这是一个自由格式的字符串，指定此 ManagedComponents 的冷却要求。具体的冷却信息由冷却协会定义。这是一个可选属性。,,
Bay,,,,hardwarePurpose,术语hardwarePurpose,String,"这是一个定义 ManagedHardware 用途的枚举整数。值包括：
1：必填
2：可选
3：冗余
4：故障转移
5：其他
这是一个可选属性。",,
Bay,,,,physicalAlarmReportingEnabled,术语physicalAlarmReportingEnabled,String,"这是一个布尔属性，定义是否启用此对象实例的警报报告。 TRUE 表示允许报告，FALSE 表示禁止报告。
请注意，某些物理实体无法报告物理警报，而另一些则可以。对于那些无法报告物理警报的人，该值必须设置为 FALSE。
请记住，这是用于物理警报报告。大多数情况下，都有相应的逻辑报警。 ManagementEntity 类层次结构描述并关联了这些。
这是必需的属性。（«required»）",,
Bay,,,,physicalAlarmStatus,physicalAlarm状态,String,"这是一个枚举整数，指示与对象相关的异常物理状况的发生。该属性还可以用作与特定资源相关联的警报条件的汇总指示符。它用于指示警报条件、待处理警报条件（例如阈值情况）或（当用作摘要指示器时）活动警报条件的最高严重性的存在。
该属性扩展了标准 ITU 语义并更新了它们以包含 eTOM 概念。值包括：
0：未知
1：activeReportable-Critical
2：activeReportable-主要
3：activeReportable-次要
4：主动可报告-不确定
5：activeReportable-警告
6：主动待决决定
7：活跃-underRepair
8：主动被替换
9：清除
这是必需的属性。（«required»）",,
Bay,,,,depth,术语depth,String,此属性使用MeasurementUnits 属性中指定的单位定义 ManagedComponent 的深度。这是一个可选属性。,,
Bay,,,,height,术语height,String,此属性使用MeasurementUnits 属性中指定的单位定义 ManagedComponent 的高度。这是一个可选属性。,,
Bay,,,,measurementUnits,术语measurementUnits,String,"该属性定义该对象的深度、高度和宽度属性的测量单位。值包括：
0：未知（或未测量）
1：英寸
2：脚
3：毫米
4：厘米
5：米
这是一个可选属性。但是，如果定义了 Depth、Height 或 Width 属性中的任何一个，则该属性是必需的。（«required»）",,
Bay,,,,weight,术语weight,String,此属性使用 WeightUnits 属性中指定的单位定义 ManagedComponent 的权重。这是一个可选属性。,,
Bay,,,,weightUnits,术语weightUnits,String,"该属性定义该对象的重量属性的单位。值包括：
0：未知（未测量）
1：盎司
2：磅
3：克
4：公斤
这是一个可选属性。但是，如果定义了 Weight 属性，则该属性是必需的。（«required»）",,
Bay,,,,width,术语width,String,此属性使用MeasurementUnits 属性中指定的单位定义 ManagedComponent 的宽度。这是一个可选属性。,,
Bay,,,,manufactureDate,manufacture日期,String,这是一个字符串属性，以固定格式“dd/mm/yyyy”定义该商品的制造日期。这是一个可选属性。（«required»）,,
Bay,,,,otherIdentifier,术语otherIdentifier,String,这是一个字符串，用于包含硬件项目的其他重要识别数据，例如条形码。这是一个可选属性。,,
Bay,,,,powerState,power状态,String,"这是一个枚举整数，定义硬件项的当前电源状态。值包括：
0：未知
1：不适用
2：未通电
3：全功率应用
4：省电-正常
5：省电 - 降级
6：省电-待机
7：省电 - 关键
8：省电 - 低功耗模式
9：省电 - 未知
10：电源循环
11：电源警告
12：关闭电源
值 1 表示硬件项目不需要直接施加电源（例如，螺栓或螺栓）。如果此项的值为 3，则 PowerCapability 类将通过 HasPower 关联描述此项的特定电源要求。
这是一个可选属性。",,
Bay,,,,serialNumber,serial编号,String,这是一个字符串，表示制造商分配的编号，用于标识同一硬件项目的不同实例。 ModelNumber 和 PartNumber 属性用于标识不同类型的硬件项目。（«required»）,,
Bay,,,,versionNumber,版本编号,String,这是一个标识该对象版本的字符串。这是一个可选属性。,,
Bay,,,,usageState,使用量状态,String,"这是一个枚举整数，定义对象的当前使用情况。它包括以下值：
0：未知
1：未安装
2：已安装
3：不活动
4：空闲
5：活跃，但能够沟通
6：忙（活跃且无法通讯）
值 2 表示该对象已安装（或以其他方式激活），但没有有关其状态的其他信息可用。值 3-6 表示该对象已安装，并提供有关其状态的更多信息。
这是一个可选属性。",,
Bay,,,,description,描述,String,"这是一个字符串，定义对象的文本自由格式描述。
笔记：
M.3100 中不存在该属性。为此，CIM 有两个属性：标题（简短描述）和描述。",,
Bay,,,,ID,标识,String,明确区分不同的对象实例。（«required»）,是,
Bay,,,,name,名称,String,表示对象的用户友好标识符。它是一个（可能不明确的）名称，该对象在某些有限范围（例如组织）中通常被称为名称，并且符合与其相关的国家或文化的命名约定。它不用作命名属性（即唯一标识对象的实例）。,,是
Chassis,术语Chassis,机箱是一种 SecureHolder，它包含其他 ManagedPhysicalEntities，并提供其自身可定义的功能，例如桌面或网络设备（例如路由器或交换机）。,启用,chassisType,chassis类型,String,"这是一个枚举整数，定义了该对象所属的机箱类型。值包括：
0：未知
1：桌面
2：薄型台式机
3：披萨盒
4：迷你塔
5：塔
6：便携式
7：笔记本电脑
8：笔记本
9: 子笔记本
10：手持式
11：扩展坞
12：主系统机箱
13：扩展机箱
14：总线扩展底盘
15：周边机箱
16：存储机箱
17: 机架式机箱
这是一个可选属性。",,
Chassis,,,,heatGeneration,术语heatGeneration,String,这是一个整数，定义机箱产生的热量（以 BTU/小时为单位）。这是一个可选属性。,,
Chassis,,,,installationOrder,installation订单,String,这是一个自由格式的字符串，定义组件安装到机箱中的顺序。这是一个可选属性。,,
Chassis,,,,numberOfChassisSlots,编号OfChassisSlots,String,这定义了机箱中的插槽数量。这不考虑使用的任何 SlotAdapter - 这些由 CardInSlot 协会描述。这是一个可选属性。,,
Chassis,,,,powerCordNumber,powerCord编号,String,这是一个整数，定义必须连接到机箱的电源线数量，以便其包含的所有受管实体正确运行。这是一个可选属性。,,
Chassis,,,,audibleAlarm,术语audibleAlarm,String,这是一个布尔属性，如果为 TRUE，则表示该 SecureHolder 配备了声音警报。这是一个可选属性。,,
Chassis,,,,audibleAlarmDescription,audibleAlarm描述,String,这是一个自由格式的字符串，为 AudibleAlarm 属性提供补充信息。仅当 AudibleAlarm 属性值为 TRUE 时才应填写。这是一个可选属性。,,
Chassis,,,,lockPresent,术语lockPresent,String,这是一个布尔属性，如果为 TRUE，则表示此 SecureHolder 受某种类型的锁保护。这是一个可选属性。,,
Chassis,,,,securityBreach,术语securityBreach,String,"这是一个枚举的 16 位无符号整数属性，指示是否尝试破坏机架。值包括：
0：未知
1：其他
2：无违规
3：未成功的违规（但已尝试）
4：成功突破
这是一个可选属性。",,
Chassis,,,,securityBreachDescription,securityBreach描述,String,"这是一个自由格式的字符串属性，为 SecurityBreach 属性提供补充信息。仅当 SecurityBreach 的值为 1（“其他”）时才应填写。
这是一个可选属性。",,
Chassis,,,,visibleAlarm,术语visibleAlarm,String,这是一个布尔属性，如果为 TRUE，则表示 SecureHolder 配备了一个或多个可见警报（例如 LED 或仪表）。这是一个可选属性。,,
Chassis,,,,visibleAlarmDescription,visibleAlarm描述,String,"这是一个自由格式的字符串属性，为 VisibleAlarm 属性提供补充信息。仅当 VisibleAlarm 的值为 TRUE 时才应填写。
这是一个可选属性。",,
Chassis,,,,cableManagementStrategy,cableManagement策略,String,这是一个自由格式的字符串，其中包含有关如何连接和捆绑机箱、机架或其他类型的 HolderComposite 对象中包含的各种电缆的信息。此属性包含有助于组装和维修 SecureHolder 对象中包含的电缆的信息。这是一个可选属性。,,
Chassis,,,,mountingOptions,术语mountingOptions,String,"这是一个枚举的 16 位无符号整数，定义了该实体中的设备如何安装。值包括：
0：未知
1：独立式
2：机架式，自由存取
3：机架式安装，限制访问
4：封装在另一个机箱中
这是一个可选属性。",,
Chassis,,,,serviceApproach,服务Approach,String,"这是一个枚举的整数值数组，定义了如何服务该实体（例如，从顶部或前面），是否具有滑动托盘或可移动侧面，和/或框架是否可移动（例如，它有滚轮）。值包括：
0：未知
1：定制
2：自上而下的服务
3：前台服务
4：后勤服务
5：侧面服务
6：滑动托盘
7：可拆卸侧面
8：可移动
这是一个可选属性。",,
Chassis,,,,acceptableEquipmentList,acceptableEquipment列表,String,这是一个基于 M.3100 的字符串数组，用于标识该对象可以支持的设备对象的类型。这是一个可选属性。（«required»）,,
Chassis,,,,acceptableEquipmentTypeList,acceptableEquipment类型列表,String,该属性标识了设备持有者可以支持的设备类型。（«required»）,,
Chassis,,,,asapRef,术语asapRef,String,该属性指示向 EquipmentHolder 分配警报严重性分配配置文件 (ASAP)。（«required»）,,
Chassis,,,,expectedOrInstalledEquipmentRef,术语expectedOrInstalledEquipmentRef,String,该属性标识设备支架中预期或安装的设备对象（如果有）。如果设备支架为空或仅包含其他设备支架，则为 Null。（«required»）,,
Chassis,,,,holderStatus,holder状态,String,"该属性基于M.3100，指示EquipmentHolder的状态。值包括：
0：未知
1：已安装并可接受
2：已安装但不可接受
3：未安装
4：安装和可接受的不匹配
5：不可用
这是一个可选属性。",,
Chassis,,,,isReportingAlarms,术语isReportingAlarms,String,该属性指示该设备支架的警报报告是启用（true）还是禁用（false）。（«required»）,,
